time_ms,B102NO2,B302C2H5OH,B502VOC,B702CO,TdegC,RH,label,add_label,condition
23756.0,546.0,151.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
23883.0,546.0,152.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
24014.0,546.0,152.0,513.0,320.0,25.0,34.0,beer,1,roomoffice
24146.0,545.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
24277.0,545.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
24408.0,546.0,152.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
24543.0,545.0,152.0,513.0,320.0,25.0,34.0,beer,1,roomoffice
24674.0,545.0,152.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
24805.0,546.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
24936.0,545.0,152.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
25063.0,546.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
25194.0,545.0,151.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
25325.0,545.0,152.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
25456.0,545.0,152.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
25587.0,545.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
25722.0,545.0,152.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
25853.0,545.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
25984.0,545.0,151.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
26112.0,545.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
26243.0,544.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
26374.0,545.0,152.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
26505.0,545.0,152.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
26636.0,546.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
26767.0,545.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
26902.0,544.0,152.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
27033.0,545.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
27164.0,545.0,152.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
27291.0,545.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
27422.0,545.0,151.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
27553.0,545.0,151.0,513.0,320.0,25.0,34.0,beer,1,roomoffice
27684.0,545.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
27815.0,545.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
27946.0,546.0,152.0,512.0,321.0,25.0,34.0,beer,1,roomoffice
28082.0,545.0,152.0,512.0,320.0,25.0,35.0,beer,1,roomoffice
28213.0,545.0,152.0,512.0,319.0,25.0,35.0,beer,1,roomoffice
28340.0,546.0,151.0,512.0,320.0,25.0,35.0,beer,1,roomoffice
28471.0,545.0,152.0,512.0,321.0,25.0,35.0,beer,1,roomoffice
28603.0,545.0,152.0,511.0,321.0,25.0,35.0,beer,1,roomoffice
28733.0,545.0,152.0,512.0,319.0,25.0,35.0,beer,1,roomoffice
28864.0,545.0,152.0,512.0,320.0,25.0,35.0,beer,1,roomoffice
28995.0,544.0,152.0,511.0,321.0,25.0,35.0,beer,1,roomoffice
29126.0,544.0,152.0,512.0,320.0,25.0,35.0,beer,1,roomoffice
29261.0,545.0,152.0,512.0,321.0,25.0,34.0,beer,1,roomoffice
29392.0,545.0,152.0,512.0,319.0,25.0,34.0,beer,1,roomoffice
29519.0,545.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
29650.0,545.0,152.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
29782.0,544.0,152.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
29912.0,544.0,151.0,512.0,321.0,25.0,34.0,beer,1,roomoffice
30044.0,544.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
30175.0,545.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
30306.0,545.0,152.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
30441.0,545.0,152.0,512.0,319.0,25.0,35.0,beer,1,roomoffice
30568.0,544.0,151.0,512.0,320.0,25.0,35.0,beer,1,roomoffice
30699.0,545.0,151.0,512.0,319.0,25.0,35.0,beer,1,roomoffice
30830.0,544.0,152.0,511.0,321.0,25.0,35.0,beer,1,roomoffice
30961.0,544.0,151.0,511.0,320.0,25.0,35.0,beer,1,roomoffice
31092.0,545.0,151.0,512.0,320.0,25.0,35.0,beer,1,roomoffice
31223.0,544.0,151.0,511.0,320.0,25.0,35.0,beer,1,roomoffice
31354.0,545.0,152.0,512.0,320.0,25.0,35.0,beer,1,roomoffice
31485.0,545.0,151.0,511.0,320.0,25.0,35.0,beer,1,roomoffice
31620.0,544.0,152.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
31747.0,544.0,151.0,511.0,322.0,25.0,34.0,beer,1,roomoffice
31879.0,544.0,152.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
32009.0,545.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
32140.0,545.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
32272.0,544.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
32403.0,545.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
32534.0,544.0,152.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
32665.0,545.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
32796.0,544.0,151.0,510.0,320.0,25.0,34.0,beer,1,roomoffice
32927.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
33058.0,544.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
33189.0,545.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
33320.0,545.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
33451.0,544.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
33582.0,544.0,152.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
33713.0,544.0,151.0,512.0,320.0,25.0,34.0,beer,1,roomoffice
33845.0,545.0,152.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
33976.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
34107.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
34238.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
34369.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
34500.0,544.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
34631.0,544.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
34762.0,544.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
34893.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
35024.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
35155.0,544.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
35286.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
35418.0,544.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
35549.0,543.0,151.0,511.0,322.0,25.0,34.0,beer,1,roomoffice
35679.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
35810.0,544.0,150.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
35942.0,544.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
36073.0,544.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
36204.0,543.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
36335.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
36466.0,544.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
36597.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
36728.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
36859.0,544.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
36990.0,544.0,151.0,511.0,322.0,25.0,34.0,beer,1,roomoffice
37121.0,543.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
37252.0,544.0,151.0,511.0,322.0,25.0,34.0,beer,1,roomoffice
37379.0,544.0,150.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
37514.0,544.0,151.0,510.0,320.0,25.0,34.0,beer,1,roomoffice
37646.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
37776.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
37908.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
38039.0,543.0,150.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
38170.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
38301.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
38428.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
38559.0,544.0,151.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
38694.0,543.0,150.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
38825.0,543.0,150.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
38956.0,544.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
39087.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
39218.0,544.0,151.0,511.0,322.0,25.0,34.0,beer,1,roomoffice
39349.0,543.0,150.0,511.0,322.0,25.0,34.0,beer,1,roomoffice
39480.0,544.0,150.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
39607.0,542.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
39738.0,544.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
39874.0,544.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
40005.0,543.0,151.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
40136.0,542.0,151.0,510.0,320.0,25.0,34.0,beer,1,roomoffice
40267.0,542.0,150.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
40398.0,543.0,151.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
40529.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
40656.0,543.0,151.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
40787.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
40918.0,543.0,150.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
41053.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
41184.0,543.0,150.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
41315.0,543.0,150.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
41446.0,543.0,151.0,511.0,322.0,25.0,34.0,beer,1,roomoffice
41577.0,543.0,151.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
41708.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
41835.0,543.0,151.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
41967.0,543.0,151.0,509.0,321.0,25.0,34.0,beer,1,roomoffice
42098.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
42233.0,543.0,151.0,510.0,320.0,25.0,34.0,beer,1,roomoffice
42364.0,542.0,150.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
42495.0,543.0,151.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
42626.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
42757.0,544.0,151.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
42884.0,543.0,150.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
43015.0,543.0,151.0,510.0,320.0,25.0,34.0,beer,1,roomoffice
43146.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
43277.0,543.0,150.0,511.0,320.0,25.0,34.0,beer,1,roomoffice
43412.0,543.0,150.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
43543.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
43674.0,543.0,151.0,510.0,323.0,25.0,34.0,beer,1,roomoffice
43805.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
43932.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
44064.0,543.0,151.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
44195.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
44326.0,542.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
44457.0,543.0,151.0,511.0,321.0,25.0,34.0,beer,1,roomoffice
44592.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
44723.0,542.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
44854.0,542.0,150.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
44985.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
45112.0,542.0,150.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
45243.0,543.0,151.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
45374.0,542.0,150.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
45505.0,543.0,150.0,510.0,321.0,25.0,34.0,beer,1,roomoffice
45636.0,543.0,150.0,510.0,322.0,25.0,34.0,beer,1,roomoffice
