time_ms,B102NO2,B302C2H5OH,B502VOC,B702CO,TdegC,RH
89989,769,692,554,213,25,34
90120,768,691,554,213,25,34
90251,768,692,554,212,25,34
90382,768,692,554,213,25,34
90509,768,692,553,213,25,34
90640,767,692,553,212,25,34
90775,768,692,553,213,25,34
90906,768,692,554,213,25,34
91038,769,692,554,213,25,34
91169,768,692,553,213,25,34
91300,769,692,554,213,25,34
91431,769,692,554,213,25,34
91558,768,692,554,212,25,34
91689,768,691,554,213,25,34
91820,768,692,554,212,25,34
91955,769,692,554,212,25,34
92086,768,692,554,213,25,34
92217,768,692,553,212,25,34
92348,768,692,554,212,25,34
92479,768,692,553,213,25,34
92606,767,691,554,213,25,34
92739,767,692,553,213,25,34
92868,767,692,554,213,25,34
92999,768,692,554,213,25,34
93135,768,691,554,212,25,34
93266,768,691,554,213,25,34
93397,768,691,554,213,25,34
93528,768,692,554,213,25,34
93655,768,692,554,212,25,34
93786,769,691,553,212,25,34
93917,768,692,554,212,25,34
94048,767,692,554,213,25,34
94179,768,692,554,212,25,34
94314,768,692,553,212,25,34
94445,768,692,554,213,25,34
94576,769,692,554,213,25,34
94708,768,692,554,213,25,34
94834,768,691,554,212,25,34
94966,768,692,554,212,25,34
95097,768,692,553,213,25,34
95228,768,692,553,213,25,34
95359,768,691,553,213,25,34
95494,768,692,553,213,25,34
95625,769,692,554,213,25,34
95756,768,692,554,213,25,34
95883,768,692,553,213,25,34
96014,768,691,554,212,25,34
96145,769,692,554,212,25,34
96276,768,692,554,213,25,34
96407,768,692,554,212,25,34
96538,768,691,554,212,25,34
96673,767,692,554,213,25,34
96804,768,692,554,213,25,34
96932,768,692,553,212,25,34
97063,768,691,554,212,25,34
97194,768,692,552,212,25,34
97325,768,691,554,212,25,34
97456,768,691,553,213,25,34
97587,769,692,554,213,25,34
97718,768,692,554,213,25,34
97853,767,692,553,212,25,34
97980,768,692,554,212,25,34
98111,768,691,554,212,25,34
98242,769,692,554,212,25,34
98373,768,691,553,213,25,34
98504,768,692,554,213,25,34
98635,768,692,553,213,25,34
98767,768,692,554,213,25,34
98898,768,692,553,213,25,34
99033,768,692,553,213,25,34
99160,768,691,554,213,25,34
99291,769,691,553,212,25,34
99422,768,692,554,212,25,34
99553,768,691,553,212,25,34
99684,768,692,554,212,25,34
99815,768,692,553,212,25,34
99946,768,691,554,212,25,34
100077,768,692,553,213,25,34
100208,768,691,553,213,25,34
100339,768,692,554,212,25,34
100470,767,692,553,213,25,34
100601,768,692,554,213,25,34
100732,768,692,554,213,25,34
100863,768,692,553,212,25,34
100995,768,692,553,213,25,34
101126,768,691,553,212,25,34
101257,768,692,553,213,25,34
101388,767,691,553,213,25,34
101519,769,692,554,213,25,34
101650,768,692,553,212,25,34
101781,768,691,554,212,25,34
101912,768,691,553,213,25,34
102043,768,691,553,212,25,34
102174,768,692,553,212,25,34
102305,768,692,554,213,25,34
102436,768,691,554,212,25,34
102567,769,691,553,213,25,34
102698,768,691,553,213,25,34
102830,768,691,553,212,25,34
102961,768,691,553,213,25,34
103092,767,692,554,213,25,34
103223,768,692,553,213,25,34
103354,769,691,553,212,25,34
103485,768,691,552,212,25,34
103612,768,691,553,212,25,34
103747,768,691,554,213,25,34
103878,769,691,553,212,25,34
104009,769,691,554,213,25,34
104140,768,691,553,211,25,34
104271,768,691,554,213,25,34
104402,768,691,554,212,25,34
